#genome	all_coding_data	all_data	asm_name	ass_id	assembly_accession	assembly_level	bioproject	biosample	dwlf	faa_lname	ffn_lname	fna_lname	frn_lname	ftp_path	gbrs_paired_asm	genome	genome_rep	infraspecific_name	isolate	organism_name	outdir	paired_asm_comp	refseq_category	release_type	score_faa	score_fna	score_rrna	score_trna	seq_rel_date	species_taxid	submitter	taxid	taxonomy	version_status	wgs_master
G000927035	Y	N	ViralProj264908	G000927035	GCF_000927035.1	Complete Genome	PRJNA264908		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000927035.1_ViralProj264908	G000927035.faa.bz2	G000927035.ffn.bz2	G000927035.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000927035.1_ViralProj264908	na	G000927035	Full	strain=DPP 63		Berrimah virus	microbes	na	na	Major	0.1	1	0	0	2011/06/10	318834	NA	318834	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Mononegavirales|f__Rhabdoviridae|g__Ephemerovirus|s__Berrimah_virus	latest	NA
G000873285	Y	N	ViralProj19787	G000873285	GCF_000873285.1	Complete Genome	PRJNA19787		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000873285.1_ViralProj19787	G000873285.faa.bz2	G000873285.ffn.bz2	G000873285.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000873285.1_ViralProj19787	na	G000873285	Full			Erectites yellow mosaic virus	microbes	na	na	Major	0.1	1	0	0	2006/06/15	390443	NA	390443	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Geminiviridae|g__Begomovirus|s__Erectites_yellow_mosaic_virus	latest	NA
G000889735	Y	N	ViralMultiSegProj48103	G000889735	GCF_000889735.1	Complete Genome	PRJNA48103		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000889735.1_ViralMultiSegProj48103	G000889735.faa.bz2	G000889735.ffn.bz2	G000889735.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000889735.1_ViralMultiSegProj48103	na	G000889735	Full			Okra yellow mosaic Mexico virus	microbes	na	na	Major	0.1	0.342	0	0	2010/04/19	327280	NA	327280	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Geminiviridae|g__Begomovirus|s__Okra_yellow_mosaic_Mexico_virus	latest	NA
G000928755	Y	N	ViralProj268554	G000928755	GCF_000928755.1	Complete Genome	PRJNA268554		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000928755.1_ViralProj268554	G000928755.faa.bz2	G000928755.ffn.bz2	G000928755.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000928755.1_ViralProj268554	na	G000928755	Full		P24a	Faeces associated gemycircularvirus 6	microbes	na	na	Major	0.1	1	0	0	2013/08/30	1391035	NA	1391035	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Faeces_associated_gemycircularvirus_6	latest	NA
G000853865	Y	N	ViralProj14960	G000853865	GCF_000853865.1	Complete Genome	PRJNA14960		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000853865.1_ViralProj14960	G000853865.faa.bz2	G000853865.ffn.bz2	G000853865.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000853865.1_ViralProj14960	na	G000853865	Full	strain=Amsterdam I		Human coronavirus NL63	microbes	na	na	Major	0.1	1	0	0	2004/06/22	277944	NA	277944	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Nidovirales|f__Coronaviridae|g__Alphacoronavirus|s__Human_coronavirus_NL63	latest	NA
G000860385	Y	N	ViralMultiSegProj15283	G000860385	GCF_000860385.1	Complete Genome	PRJNA15283		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000860385.1_ViralMultiSegProj15283	G000860385.faa.bz2	G000860385.ffn.bz2	G000860385.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000860385.1_ViralMultiSegProj15283	na	G000860385	Full			Cowpea mosaic virus	microbes	na	na	Major	0.1	0.484	0	0	1993/04/21	12264	NA	12264	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Picornavirales|f__Secoviridae|g__Comovirus|s__Cowpea_mosaic_virus	latest	NA
G000844685	N	N	ViralProj14432	G000844685	GCF_000844685.1	Complete Genome	PRJNA14432		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000844685.1_ViralProj14432			G000844685.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000844685.1_ViralProj14432	na	G000844685	Full	strain=WSG		Pea enation mosaic virus satellite RNA	microbes	na	na	Major	0	1	0	0	1994/03/08	193119	NA	193119	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Pea_enation_mosaic_virus_satellite_RNA	latest	NA
G000910715	Y	Y	ViralProj215108	G000910715	GCF_000910715.1	Complete Genome	PRJNA215108		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000910715.1_ViralProj215108	G000910715.faa.bz2	G000910715.ffn.bz2	G000910715.fna.bz2	G000910715.frn.bz2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000910715.1_ViralProj215108	na	G000910715	Full			Mycobacterium phage DrDrey	microbes	na	na	Major	0.1	1	0.1	0.1	2013/08/08	1357669	NA	1357669	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Mycobacterium_phage_DrDrey	latest	NA
G000882855	Y	N	ViralProj37291	G000882855	GCF_000882855.1	Complete Genome	PRJNA37291		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000882855.1_ViralProj37291	G000882855.faa.bz2	G000882855.ffn.bz2	G000882855.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000882855.1_ViralProj37291	na	G000882855	Full	strain=W471		Human bocavirus 3	microbes	na	na	Major	0.1	1	0	0	2008/09/24	1511871	NA	638313	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Parvoviridae|g__Bocaparvovirus|s__Primate_bocaparvovirus_1|t__Human_bocavirus_3	latest	NA
G000917155	Y	N	ViralProj240012	G000917155	GCF_000917155.1	Complete Genome	PRJNA240012		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000917155.1_ViralProj240012	G000917155.faa.bz2	G000917155.ffn.bz2	G000917155.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000917155.1_ViralProj240012	na	G000917155	Full			Mycobacterium phage Jolie2	microbes	na	na	Major	0.1	1	0	0	2014/02/21	1458831	NA	1458831	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Mycobacterium_phage_Jolie2	latest	NA
G000872625	Y	N	ViralMultiSegProj28697	G000872625	GCF_000872625.1	Complete Genome	PRJNA28697		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000872625.1_ViralMultiSegProj28697	G000872625.faa.bz2	G000872625.ffn.bz2	G000872625.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000872625.1_ViralMultiSegProj28697	na	G000872625	Full		Q767	Abaca bunchy top virus	microbes	na	na	Major	0.1	0.114	0	0	2007/04/25	438782	NA	438782	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Nanoviridae|g__Babuvirus|s__Abaca_bunchy_top_virus	latest	NA
G001549545	Y	N	ViralProj310150	G001549545	GCF_001549545.1	Complete Genome	PRJNA310150		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001549545.1_ViralProj310150	G001549545.faa.bz2	G001549545.ffn.bz2	G001549545.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001549545.1_ViralProj310150	na	G001549545	Full			Jasmine ringspot virus	microbes	na	na	Major	0.1	1	0	0	2016/01/07	1775963	NA	1775963	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Potyviridae|g__Potyvirus|s__Jasmine_ringspot_virus	latest	NA
G000861385	Y	N	ViralProj15333	G000861385	GCF_000861385.1	Complete Genome	PRJNA15333		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000861385.1_ViralProj15333	G000861385.faa.bz2	G000861385.ffn.bz2	G000861385.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000861385.1_ViralProj15333	na	G000861385	Full	strain=NL-3 (necrotic)	Michigan	Bean common mosaic necrosis virus	microbes	na	na	Major	0.1	1	0	0	1995/01/19	43240	NA	43240	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Potyviridae|g__Potyvirus|s__Bean_common_mosaic_necrosis_virus	latest	NA
G001550725	Y	Y	ViralProj310942	G001550725	GCF_001550725.1	Complete Genome	PRJNA310942		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001550725.1_ViralProj310942	G001550725.faa.bz2	G001550725.ffn.bz2	G001550725.fna.bz2	G001550725.frn.bz2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001550725.1_ViralProj310942	na	G001550725	Full			Streptomyces phage Jay2Jay	microbes	na	na	Major	0.1	1	0.1	1	2014/11/03	1556290	NA	1556290	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Streptomyces_phage_Jay2Jay	latest	NA
G000903315	Y	Y	ViralProj181219	G000903315	GCF_000903315.1	Complete Genome	PRJNA181219		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000903315.1_ViralProj181219	G000903315.faa.bz2	G000903315.ffn.bz2	G000903315.fna.bz2	G000903315.frn.bz2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000903315.1_ViralProj181219	na	G000903315	Full			Enterobacteria phage vB_EcoM-FV3	microbes	na	na	Major	0.1	1	0.1	0.1	2012/02/06	1131317	NA	1131317	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Myoviridae_noname|s__Enterobacteria_phage_vB_EcoM_FV3	latest	NA
G000841305	Y	N	ViralProj14259	G000841305	GCF_000841305.1	Complete Genome	PRJNA14259		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000841305.1_ViralProj14259	G000841305.faa.bz2	G000841305.ffn.bz2	G000841305.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000841305.1_ViralProj14259	na	G000841305	Full			Tomato leaf curl Sri Lanka virus	microbes	na	na	Major	0.1	1	0	0	2000/07/11	223352	NA	223352	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Geminiviridae|g__Begomovirus|s__Tomato_leaf_curl_Sri_Lanka_virus	latest	NA
G000883815	Y	N	ViralProj37891	G000883815	GCF_000883815.1	Complete Genome	PRJNA37891		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000883815.1_ViralProj37891	G000883815.faa.bz2	G000883815.ffn.bz2	G000883815.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000883815.1_ViralProj37891	na	G000883815	Full		Y278	Malvastrum yellow vein Baoshan virus	microbes	na	na	Major	0.1	1	0	0	2009/04/30	642493	NA	642493	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Geminiviridae|g__Begomovirus|s__Malvastrum_yellow_vein_Baoshan_virus	latest	NA
G000839105	Y	N	ViralProj14156	G000839105	GCF_000839105.1	Complete Genome	PRJNA14156		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000839105.1_ViralProj14156	G000839105.faa.bz2	G000839105.ffn.bz2	G000839105.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000839105.1_ViralProj14156	na	G000839105	Full		M-96	Camelpox virus	microbes	na	na	Major	0.1	1	0	0	2002/02/04	28873	NA	28873	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Poxviridae|g__Orthopoxvirus|s__Camelpox_virus	latest	NA
G001470535	Y	Y	ViralProj306367	G001470535	GCF_001470535.1	Complete Genome	PRJNA306367	SAMN03857448	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001470535.1_ViralProj306367	G001470535.faa.bz2	G001470535.ffn.bz2	G001470535.fna.bz2	G001470535.frn.bz2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001470535.1_ViralProj306367	na	G001470535	Full			Cronobacter phage PBES 02	microbes	na	na	Major	0.1	1	0.1	0.2	2015/08/13	1684115	NA	1684115	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Myoviridae_noname|s__Cronobacter_phage_PBES_02	latest	NA
G000869585	Y	Y	ViralProj18277	G000869585	GCF_000869585.1	Complete Genome	PRJNA18277		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000869585.1_ViralProj18277	G000869585.faa.bz2	G000869585.ffn.bz2	G000869585.fna.bz2	G000869585.frn.bz2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000869585.1_ViralProj18277	na	G000869585	Full			Thermus phage phiYS40	microbes	na	na	Major	0.1	1	0.1	0.1	2006/10/18	407392	NA	407392	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Myoviridae_noname|s__Thermus_phage_phiYS40	latest	NA
G000849685	Y	N	ViralProj14597	G000849685	GCF_000849685.1	Complete Genome	PRJNA14597		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000849685.1_ViralProj14597	G000849685.faa.bz2	G000849685.ffn.bz2	G000849685.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000849685.1_ViralProj14597	na	G000849685	Full	strain=2		Tupaiid herpesvirus 1	microbes	na	na	Major	0.1	1	0	0	2001/05/28	10397	NA	10397	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Herpesviridae_noname|s__Tupaiid_herpesvirus_1	latest	NA
G000864605	Y	N	ViralProj16655	G000864605	GCF_000864605.1	Complete Genome	PRJNA16655		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000864605.1_ViralProj16655	G000864605.faa.bz2	G000864605.ffn.bz2	G000864605.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000864605.1_ViralProj16655	na	G000864605	Full			Finch polyomavirus	microbes	na	na	Major	0.1	1	0	0	2006/01/09	349564	NA	349564	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Polyomaviridae|g__Polyomaviridae_noname|s__Finch_polyomavirus	latest	NA
G000902595	Y	N	ViralProj181985	G000902595	GCF_000902595.1	Complete Genome	PRJNA181985		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000902595.1_ViralProj181985	G000902595.faa.bz2	G000902595.ffn.bz2	G000902595.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000902595.1_ViralProj181985	na	G000902595	Full			Ralstonia phage RSS0	microbes	na	na	Major	0.1	1	0	0	2012/02/29	1150992	NA	1150992	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Inoviridae|g__Inovirus|s__Ralstonia_phage_RSS0	latest	NA
G000857445	Y	Y	ViralProj15223	G000857445	GCF_000857445.1	Complete Genome	PRJNA15223		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000857445.1_ViralProj15223	G000857445.faa.bz2	G000857445.ffn.bz2	G000857445.fna.bz2	G000857445.frn.bz2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000857445.1_ViralProj15223	na	G000857445	Full			Synechococcus phage S-PM2	microbes	na	na	Major	0.1	1	0.1	0.8	2005/01/29	238854	NA	238854	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__T4likevirus|s__Synechococcus_phage_S_PM2	latest	NA
G000911215	Y	N	ViralProj226250	G000911215	GCF_000911215.1	Complete Genome	PRJNA226250		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000911215.1_ViralProj226250	G000911215.faa.bz2	G000911215.ffn.bz2	G000911215.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000911215.1_ViralProj226250	na	G000911215	Full		CaLGV-Henan	Clostera anastomosis granulovirus	microbes	na	na	Major	0.1	1	0	0	2013/07/10	1352289	NA	1352289	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Baculoviridae|g__Betabaculovirus|s__Clostera_anastomosis_granulovirus	latest	NA
G000879475	Y	N	ViralProj30083	G000879475	GCF_000879475.1	Complete Genome	PRJNA30083		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000879475.1_ViralProj30083	G000879475.faa.bz2	G000879475.ffn.bz2	G000879475.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000879475.1_ViralProj30083	na	G000879475	Full	strain=[India:Bahraich:2007]		Mesta yellow vein mosaic Bahraich virus	microbes	na	na	Major	0.1	1	0	0	2008/02/28	508748	NA	508748	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Geminiviridae|g__Begomovirus|s__Mesta_yellow_vein_mosaic_Bahraich_virus	latest	NA
G000931295	Y	N	ViralProj274154	G000931295	GCF_000931295.1	Complete Genome	PRJNA274154		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000931295.1_ViralProj274154	G000931295.faa.bz2	G000931295.ffn.bz2	G000931295.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000931295.1_ViralProj274154	na	G000931295	Full		Nai108015/2012	Lesavirus 2	microbes	na	na	Major	0.1	0.999	0	0	2015/01/23	1603964	NA	1603964	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Picornavirales|f__Picornaviridae|g__Picornaviridae_noname|s__Lesavirus_2	latest	NA
G000862525	Y	N	ViralMultiSegProj15391	G000862525	GCF_000862525.1	Complete Genome	PRJNA15391		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000862525.1_ViralMultiSegProj15391	G000862525.faa.bz2	G000862525.ffn.bz2	G000862525.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000862525.1_ViralMultiSegProj15391	na	G000862525	Full		Cranbrook:laboratory isolate	Oat mosaic virus	microbes	na	na	Major	0.1	0.496	0	0	2002/02/06	157837	NA	157837	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Potyviridae|g__Bymovirus|s__Oat_mosaic_virus	latest	NA
G001190375	Y	N	ViralProj291253	G001190375	GCF_001190375.1	Complete Genome	PRJNA291253		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001190375.1_ViralProj291253	G001190375.faa.bz2	G001190375.ffn.bz2	G001190375.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001190375.1_ViralProj291253	na	G001190375	Full		Fen7875_21	Gokushovirinae Fen7875_21	microbes	na	na	Major	0.1	1	0	0	2015/05/22	1655659	NA	1655659	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Microviridae|g__Microviridae_noname|s__Gokushovirinae_Fen7875_21	latest	NA
G000909615	Y	N	ViralProj212954	G000909615	GCF_000909615.1	Complete Genome	PRJNA212954		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000909615.1_ViralProj212954	G000909615.faa.bz2	G000909615.ffn.bz2	G000909615.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000909615.1_ViralProj212954	na	G000909615	Full	strain=phi14:2		Cellulophaga phage phi14:2	microbes	na	na	Major	0.1	1	0	0	2013/06/24	1327990	NA	1327990	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Podoviridae_noname|s__Cellulophaga_phage_phi14_2	latest	NA
G000918275	Y	N	ViralProj248534	G000918275	GCF_000918275.1	Complete Genome	PRJNA248534		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000918275.1_ViralProj248534	G000918275.faa.bz2	G000918275.ffn.bz2	G000918275.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000918275.1_ViralProj248534	na	G000918275	Full			Pseudomonas phage vB_PaeP_C2-10_Ab09	microbes	na	na	Major	0.1	1	0	0	2014/04/11	1476391	NA	1476391	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__N4likevirus|s__Pseudomonas_phage_vB_PaeP_C2_10_Ab09	latest	NA
G000848245	Y	N	ViralProj14650	G000848245	GCF_000848245.1	Complete Genome	PRJNA14650		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000848245.1_ViralProj14650	G000848245.faa.bz2	G000848245.ffn.bz2	G000848245.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000848245.1_ViralProj14650	na	G000848245	Full			Cherry green ring mottle virus	microbes	na	na	Major	0.1	1	0	0	1998/09/15	65467	NA	65467	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Betaflexiviridae|g__Betaflexiviridae_noname|s__Cherry_green_ring_mottle_virus	latest	NA
G001611665	Y	N	ViralProj317158	G001611665	GCF_001611665.1	Complete Genome	PRJNA317158		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001611665.1_ViralProj317158	G001611665.faa.bz2	G001611665.ffn.bz2	G001611665.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001611665.1_ViralProj317158	na	G001611665	Full		MAG12-57	Megabat bufavirus 1	microbes	na	na	Major	0.1	1	0	0	2016/03/31	1756191	NA	1756191	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Parvoviridae|g__Protoparvovirus|s__Megabat_bufavirus_1	latest	NA
G000918895	Y	N	ViralProj242953	G000918895	GCF_000918895.1	Complete Genome	PRJNA242953		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000918895.1_ViralProj242953	G000918895.faa.bz2	G000918895.ffn.bz2	G000918895.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000918895.1_ViralProj242953	na	G000918895	Full		TY01	Pouzolzia golden mosaic virus	microbes	na	na	Major	0.1	1	0	0	2012/08/21	1225069	NA	1225069	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Geminiviridae|g__Begomovirus|s__Pouzolzia_golden_mosaic_virus	latest	NA
G001500995	Y	N	ViralProj307055	G001500995	GCF_001500995.1	Complete Genome	PRJNA307055		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001500995.1_ViralProj307055	G001500995.faa.bz2	G001500995.ffn.bz2	G001500995.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001500995.1_ViralProj307055	na	G001500995	Full			Pseudomonas phage DL60	microbes	na	na	Major	0.1	1	0	0	2015/05/01	1640970	NA	1640970	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Myoviridae_noname|s__Pseudomonas_phage_DL60	latest	NA
G001041395	N	N	ViralProj287962	G001041395	GCF_001041395.1	Complete Genome	PRJNA287962		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001041395.1_ViralProj287962			G001041395.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001041395.1_ViralProj287962	na	G001041395	Full			Vibrio phage PV94	microbes	na	na	Major	0	1	0	0	2014/04/17	1451050	NA	1451050	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Myoviridae_noname|s__Vibrio_phage_PV94	latest	NA
G001504675	Y	N	ViralProj307836	G001504675	GCF_001504675.1	Complete Genome	PRJNA307836		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001504675.1_ViralProj307836	G001504675.faa.bz2	G001504675.ffn.bz2	G001504675.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001504675.1_ViralProj307836	na	G001504675	Full			Staphylococcus phage phiIPLA-RODI	microbes	na	na	Major	0.1	1	0	0	2014/12/23	1572703	NA	1572703	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Myoviridae_noname|s__Staphylococcus_phage_phiIPLA_RODI	latest	NA
G000898975	Y	N	ViralProj171374	G000898975	GCF_000898975.1	Complete Genome	PRJNA171374		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000898975.1_ViralProj171374	G000898975.faa.bz2	G000898975.ffn.bz2	G000898975.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000898975.1_ViralProj171374	na	G000898975	Full			Pasivirus A1	microbes	na	na	Major	0.1	1	0	0	2012/07/18	1511783	NA	1511784	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Picornavirales|f__Picornaviridae|g__Pasivirus|s__Pasivirus_A|t__Pasivirus_A1	latest	NA
G000908255	Y	N	ViralProj198432	G000908255	GCF_000908255.1	Complete Genome	PRJNA198432		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000908255.1_ViralProj198432	G000908255.faa.bz2	G000908255.ffn.bz2	G000908255.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000908255.1_ViralProj198432	na	G000908255	Full	strain=douglas 12A4		Vibrio phage douglas 12A4	microbes	na	na	Major	0.1	1	0	0	2013/03/06	573171	NA	573171	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Vibrio_phage_douglas_12A4	latest	NA
G000855425	Y	N	ViralProj14978	G000855425	GCF_000855425.1	Complete Genome	PRJNA14978		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000855425.1_ViralProj14978	G000855425.faa.bz2	G000855425.ffn.bz2	G000855425.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000855425.1_ViralProj14978	na	G000855425	Full			Rous sarcoma virus	microbes	na	na	Major	0.1	1	0	0	1998/01/22	11886	NA	11886	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae|g__Alpharetrovirus|s__Rous_sarcoma_virus	latest	NA
G000904735	Y	N	ViralProj198478	G000904735	GCF_000904735.1	Complete Genome	PRJNA198478		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000904735.1_ViralProj198478	G000904735.faa.bz2	G000904735.ffn.bz2	G000904735.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000904735.1_ViralProj198478	na	G000904735	Full		Entre Rios	Sunflower mild mosaic virus	microbes	na	na	Major	0.1	1	0	0	2012/10/09	715480	NA	715480	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Potyviridae|g__Potyviridae_noname|s__Sunflower_mild_mosaic_virus	latest	NA
